sex,drug,source,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
female,Etanercept,GO_BP,GO:1901992,positive regulation of mitotic cell cycle phase transition,1/10,86/12671,0.06585833175524114,0.14994191274981075,0.10632999906911787,MTBP,1
female,Etanercept,GO_BP,GO:0071103,DNA conformation change,1/10,87/12671,0.06660059768153759,0.14994191274981075,0.10632999906911787,RFC2,1
female,Etanercept,GO_BP,GO:0035107,appendage morphogenesis,1/10,88/12671,0.06734233274377466,0.14994191274981075,0.10632999906911787,INTU,1
female,Etanercept,GO_BP,GO:0035108,limb morphogenesis,1/10,88/12671,0.06734233274377466,0.14994191274981075,0.10632999906911787,INTU,1
female,Etanercept,GO_BP,GO:1990748,cellular detoxification,1/10,92/12671,0.07030397109953845,0.1553227268478175,0.1101457564350174,FANCC,1
female,Etanercept,GO_BP,GO:0007601,visual perception,1/10,97/12671,0.07399411504872566,0.16013691429120014,0.11355969545303943,LRIT3,1
female,Etanercept,GO_BP,GO:0050806,positive regulation of synaptic transmission,1/10,97/12671,0.07399411504872566,0.16013691429120014,0.11355969545303943,CHRNA7,1
female,Etanercept,GO_BP,GO:0050680,negative regulation of epithelial cell proliferation,1/10,98/12671,0.07473056000256006,0.16013691429120014,0.11355969545303943,INTU,1
female,Etanercept,GO_BP,GO:0050953,sensory perception of light stimulus,1/10,98/12671,0.07473056000256006,0.16013691429120014,0.11355969545303943,LRIT3,1
female,Etanercept,GO_BP,GO:0097237,cellular response to toxic substance,1/10,99/12671,0.07546647779465177,0.16050706098116233,0.11382218174841428,FANCC,1
female,Etanercept,GO_BP,GO:0007612,learning,1/10,100/12671,0.07620186876045332,0.16087061182762366,0.11407999065892428,PIANP,1
female,Etanercept,GO_BP,GO:1901989,positive regulation of cell cycle phase transition,1/10,101/12671,0.07693673323522798,0.1612277130297057,0.11433322586040072,MTBP,1
female,Etanercept,GO_BP,GO:0006865,amino acid transport,1/10,103/12671,0.07840488405182355,0.16310505076474244,0.11566452353400018,PIANP,1
female,Etanercept,GO_BP,GO:0007088,regulation of mitotic nuclear division,1/10,105/12671,0.0798709329228221,0.1649508397319152,0.11697344867415593,MTBP,1
female,Etanercept,GO_BP,GO:0007204,positive regulation of cytosolic calcium ion concentration,1/10,106/12671,0.0806031699649018,0.16526549237407925,0.11719658184976256,CCR8,1
female,Etanercept,GO_BP,GO:0048813,dendrite morphogenesis,1/10,107/12671,0.08133488252362442,0.16557458228023542,0.11741577025966835,CHRNA7,1
female,Etanercept,GO_BP,GO:0098754,detoxification,1/10,108/12671,0.0820660709329496,0.1658782284814939,0.11763109831374634,FANCC,1
female,Etanercept,GO_BP,GO:0030902,hindbrain development,1/10,112/12671,0.08498558974895576,0.16937687467449225,0.12011213273315793,PIANP,1
female,Etanercept,GO_BP,GO:0034502,protein localization to chromosome,1/10,112/12671,0.08498558974895576,0.16937687467449225,0.12011213273315793,MTBP,1
female,Etanercept,GO_BP,GO:0045931,positive regulation of mitotic cell cycle,1/10,113/12671,0.08571416241417706,0.16964261311139212,0.12030057882691517,MTBP,1
female,Etanercept,GO_BP,GO:0048736,appendage development,1/10,115/12671,0.08716974162864244,0.17016011208330886,0.1206675587072772,INTU,1
female,Etanercept,GO_BP,GO:0060173,limb development,1/10,115/12671,0.08716974162864244,0.17016011208330886,0.1206675587072772,INTU,1
female,Etanercept,GO_BP,GO:0007224,smoothened signaling pathway,1/10,117/12671,0.0886232349052708,0.1704858344288013,0.12089854186640757,INTU,1
female,Etanercept,GO_BP,GO:0021915,neural tube development,1/10,117/12671,0.0886232349052708,0.1704858344288013,0.12089854186640757,INTU,1
female,Etanercept,GO_BP,GO:0006275,regulation of DNA replication,1/10,119/12671,0.09007464490162498,0.1704858344288013,0.12089854186640757,RFC2,1
female,Etanercept,GO_BP,GO:0045766,positive regulation of angiogenesis,1/10,119/12671,0.09007464490162498,0.1704858344288013,0.12089854186640757,CHRNA7,1
female,Etanercept,GO_BP,GO:0034614,cellular response to reactive oxygen species,1/10,120/12671,0.09079956949937718,0.1704858344288013,0.12089854186640757,FANCC,1
female,Etanercept,GO_BP,GO:0051783,regulation of nuclear division,1/10,121/12671,0.09152397427230385,0.1704858344288013,0.12089854186640757,MTBP,1
female,Etanercept,GO_BP,GO:1904018,positive regulation of vasculature development,1/10,121/12671,0.09152397427230385,0.1704858344288013,0.12089854186640757,CHRNA7,1
female,Etanercept,GO_BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,1/10,122/12671,0.09224785955176829,0.17071844137827247,0.12106349305495222,CHRNA7,1
female,Etanercept,GO_BP,GO:0009913,epidermal cell differentiation,1/10,129/12671,0.09730053848671505,0.17890744173363735,0.12687065120169297,INTU,1
female,Etanercept,GO_BP,GO:0021543,pallium development,1/10,135/12671,0.10161124471359173,0.18563592784213873,0.13164209841436986,PIANP,1
female,Etanercept,GO_BP,GO:0048167,regulation of synaptic plasticity,1/10,137/12671,0.1030440242898234,0.1870544389974501,0.1326480232225685,CHRNA7,1
female,Etanercept,GO_BP,GO:0051302,regulation of cell division,1/10,139/12671,0.10447474699890447,0.1884512841435935,0.1336385837694181,INTU,1
female,Etanercept,GO_BP,GO:0032640,tumor necrosis factor production,1/10,144/12671,0.10804257219798952,0.19245083172766883,0.1364748280395657,CHRNA7,1
female,Etanercept,GO_BP,GO:0032680,regulation of tumor necrosis factor production,1/10,144/12671,0.10804257219798952,0.19245083172766883,0.1364748280395657,CHRNA7,1
female,Etanercept,GO_BP,GO:0019827,stem cell population maintenance,1/10,146/12671,0.10946611652566496,0.19377542366344416,0.13741415085274714,FANCC,1
female,Etanercept,GO_BP,GO:0071706,tumor necrosis factor superfamily cytokine production,1/10,148/12671,0.11088761577617778,0.19388325457797956,0.137490618204883,CHRNA7,1
female,Etanercept,GO_BP,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,1/10,148/12671,0.11088761577617778,0.19388325457797956,0.137490618204883,CHRNA7,1
female,Etanercept,GO_BP,GO:0098727,maintenance of cell number,1/10,149/12671,0.11159759931384772,0.1939348524661378,0.13752720839703955,FANCC,1
female,Etanercept,GO_BP,GO:2000045,regulation of G1/S transition of mitotic cell cycle,1/10,152/12671,0.11372448949060598,0.19643320912013762,0.13929889621815852,MTBP,1
female,Etanercept,GO_BP,GO:0071897,DNA biosynthetic process,1/10,154/12671,0.11513986916967023,0.19767989586359044,0.14018297324398657,RFC2,1
female,Etanercept,GO_BP,GO:0090596,sensory organ morphogenesis,1/10,156/12671,0.11655321420187537,0.19890817992535617,0.14105400016867362,INTU,1
female,Etanercept,GO_BP,GO:0007416,synapse assembly,1/10,157/12671,0.11725912453810994,0.19892172912715078,0.14106360846689917,LRIT3,1
female,Etanercept,GO_BP,GO:0006261,DNA-templated DNA replication,1/10,159/12671,0.11866942247466394,0.20012299056378238,0.14191547253276535,RFC2,1
female,Etanercept,GO_BP,GO:0000302,response to reactive oxygen species,1/10,163/12671,0.12148393648604727,0.20247322747674545,0.14358212253198568,FANCC,1
female,Etanercept,GO_BP,GO:0010970,transport along microtubule,1/10,163/12671,0.12148393648604727,0.20247322747674545,0.14358212253198568,INTU,1
female,Etanercept,GO_BP,GO:0002262,myeloid cell homeostasis,1/10,168/12671,0.12499070222395081,0.20697304129182395,0.14677312623464522,FANCC,1
female,Etanercept,GO_BP,GO:0019722,calcium-mediated signaling,1/10,169/12671,0.1256905417006975,0.20697304129182395,0.14677312623464522,CCR8,1
female,Etanercept,GO_BP,GO:0120032,regulation of plasma membrane bounded cell projection assembly,1/10,171/12671,0.12708870956515506,0.20697304129182395,0.14677312623464522,INTU,1
female,Etanercept,GO_BP,GO:1902806,regulation of cell cycle G1/S phase transition,1/10,171/12671,0.12708870956515506,0.20697304129182395,0.14677312623464522,MTBP,1
female,Etanercept,GO_BP,GO:0060491,regulation of cell projection assembly,1/10,173/12671,0.12848486479272037,0.2080052187271888,0.14750508585639982,INTU,1
female,Etanercept,GO_BP,GO:0099173,postsynapse organization,1/10,174/12671,0.12918218847267515,0.2080052187271888,0.14750508585639982,CHRNA7,1
female,Etanercept,GO_BP,GO:0016358,dendrite development,1/10,177/12671,0.1312711476369297,0.20900713450572606,0.14821558568827112,CHRNA7,1
female,Etanercept,GO_BP,GO:0043588,skin development,1/10,177/12671,0.1312711476369297,0.20900713450572606,0.14821558568827112,INTU,1
female,Etanercept,GO_BP,GO:0072593,reactive oxygen species metabolic process,1/10,180/12671,0.133355595733741,0.21099822466662702,0.14962754990209562,FANCC,1
female,Etanercept,GO_BP,GO:0009636,response to toxic substance,1/10,181/12671,0.1340494108040049,0.21099822466662702,0.14962754990209562,FANCC,1
female,Etanercept,GO_BP,GO:0031503,protein-containing complex localization,1/10,182/12671,0.13474272592746006,0.21099822466662702,0.14962754990209562,INTU,1
female,Etanercept,GO_BP,GO:0030705,cytoskeleton-dependent intracellular transport,1/10,186/12671,0.13751099335546535,0.21415646506179029,0.15186718852027234,INTU,1
female,Etanercept,GO_BP,GO:0031396,regulation of protein ubiquitination,1/10,188/12671,0.13889213570653947,0.2151318406324117,0.15255886759528361,MTBP,1
female,Etanercept,GO_BP,GO:0099111,microtubule-based transport,1/10,190/12671,0.14027128722207272,0.21588132823095676,0.15309036018594163,INTU,1
female,Etanercept,GO_BP,GO:0021537,telencephalon development,1/10,191/12671,0.14096011721388269,0.21588132823095676,0.15309036018594163,PIANP,1
female,Etanercept,GO_BP,GO:0070372,regulation of ERK1 and ERK2 cascade,1/10,192/12671,0.14164845045329444,0.21588132823095676,0.15309036018594163,CHRNA7,1
female,Etanercept,GO_BP,GO:0006874,intracellular calcium ion homeostasis,1/10,198/12671,0.14576803591047527,0.21980894303960555,0.1558755939560638,CHRNA7,1
female,Etanercept,GO_BP,GO:0032259,methylation,1/10,198/12671,0.14576803591047527,0.21980894303960555,0.1558755939560638,COMTD1,1
female,Etanercept,GO_BP,GO:1902115,regulation of organelle assembly,1/10,206/12671,0.15123313481417333,0.225178853117326,0.15968361883112314,INTU,1
female,Etanercept,GO_BP,GO:0034599,cellular response to oxidative stress,1/10,210/12671,0.15395386627889063,0.225178853117326,0.15968361883112314,FANCC,1
female,Etanercept,GO_BP,GO:0008544,epidermis development,1/10,211/12671,0.15463282152623925,0.225178853117326,0.15968361883112314,INTU,1
female,Etanercept,GO_BP,GO:0000082,G1/S transition of mitotic cell cycle,1/10,212/12671,0.15531128635647473,0.225178853117326,0.15968361883112314,MTBP,1
female,Etanercept,GO_BP,GO:0046942,carboxylic acid transport,1/10,212/12671,0.15531128635647473,0.225178853117326,0.15968361883112314,PIANP,1
female,Etanercept,GO_BP,GO:0070371,ERK1 and ERK2 cascade,1/10,212/12671,0.15531128635647473,0.225178853117326,0.15968361883112314,CHRNA7,1
female,Etanercept,GO_BP,GO:0015849,organic acid transport,1/10,213/12671,0.1559892610844975,0.225178853117326,0.15968361883112314,PIANP,1
female,Etanercept,GO_BP,GO:0045765,regulation of angiogenesis,1/10,213/12671,0.1559892610844975,0.225178853117326,0.15968361883112314,CHRNA7,1
female,Etanercept,GO_BP,GO:0055074,calcium ion homeostasis,1/10,214/12671,0.15666674602503028,0.225178853117326,0.15968361883112314,CHRNA7,1
female,Etanercept,GO_BP,GO:0045930,negative regulation of mitotic cell cycle,1/10,216/12671,0.15802024780163226,0.225178853117326,0.15968361883112314,MTBP,1
female,Etanercept,GO_BP,GO:1901342,regulation of vasculature development,1/10,216/12671,0.15802024780163226,0.225178853117326,0.15968361883112314,CHRNA7,1
female,Etanercept,GO_BP,GO:0090068,positive regulation of cell cycle process,1/10,218/12671,0.1593717942005285,0.22580865322626792,0.16013023608289362,MTBP,1
female,Etanercept,GO_BP,GO:0090287,regulation of cellular response to growth factor stimulus,1/10,219/12671,0.1600468349182671,0.22580865322626792,0.16013023608289362,LRIT3,1
female,Etanercept,GO_BP,GO:0007281,germ cell development,1/10,223/12671,0.16274212189456805,0.22848031891601916,0.16202482449446234,FANCC,1
female,Etanercept,GO_BP,GO:0001666,response to hypoxia,1/10,225/12671,0.16408684423042486,0.22923897355721118,0.162562817813424,CHRNA7,1
female,Etanercept,GO_BP,GO:0070588,calcium ion transmembrane transport,1/10,227/12671,0.16542962246776294,0.22998752391859723,0.1630936457705288,CHRNA7,1
female,Etanercept,GO_BP,GO:1903320,regulation of protein modification by small protein conjugation or removal,1/10,229/12671,0.16677045910532218,0.23072612060687778,0.16361741516720418,MTBP,1
female,Etanercept,GO_BP,GO:0003002,regionalization,1/10,231/12671,0.16810935663903415,0.2308690984916889,0.16371880668662706,INTU,1
female,Etanercept,GO_BP,GO:0044843,cell cycle G1/S phase transition,1/10,233/12671,0.16944631756201933,0.2308690984916889,0.16371880668662706,MTBP,1
female,Etanercept,GO_BP,GO:0060326,cell chemotaxis,1/10,233/12671,0.16944631756201933,0.2308690984916889,0.16371880668662706,CCR8,1
female,Etanercept,GO_BP,GO:1901873,regulation of post-translational protein modification,1/10,234/12671,0.1701140725728234,0.2308690984916889,0.16371880668662706,MTBP,1
female,Etanercept,GO_BP,GO:0036293,response to decreased oxygen levels,1/10,236/12671,0.17144813324818764,0.23138026069466477,0.16408129290258777,CHRNA7,1
female,Etanercept,GO_BP,GO:0022412,cellular process involved in reproduction in multicellular organism,1/10,237/12671,0.17211443953427696,0.23138026069466477,0.16408129290258777,FANCC,1
female,Etanercept,GO_BP,GO:0050678,regulation of epithelial cell proliferation,1/10,242/12671,0.17543874286362238,0.23474197988794543,0.16646522673494193,INTU,1
female,Etanercept,GO_BP,GO:0007389,pattern specification process,1/10,251/12671,0.18139222836492452,0.24157376207478265,0.1713099254602337,INTU,1
female,Etanercept,GO_BP,GO:0001818,negative regulation of cytokine production,1/10,253/12671,0.18270995968655723,0.24219692330543632,0.17175183480939532,CHRNA7,1
female,Etanercept,GO_BP,GO:0070482,response to oxygen levels,1/10,258/12671,0.1859959398725094,0.2442803818602082,0.17322930126374875,CHRNA7,1
female,Etanercept,GO_BP,GO:0140014,mitotic nuclear division,1/10,258/12671,0.1859959398725094,0.2442803818602082,0.17322930126374875,MTBP,1
female,Etanercept,GO_BP,GO:0042391,regulation of membrane potential,1/10,260/12671,0.18730699915073,0.2448738291649452,0.1736501392416232,CHRNA7,1
female,Etanercept,GO_BP,GO:0006260,DNA replication,1/10,265/12671,0.19057633681710429,0.247728195040404,0.17567428789568815,RFC2,1
female,Etanercept,GO_BP,GO:0030900,forebrain development,1/10,266/12671,0.19122878213645222,0.247728195040404,0.17567428789568815,PIANP,1
female,Etanercept,GO_BP,GO:0062197,cellular response to chemical stress,1/10,268/12671,0.19253225300598587,0.24828819957785508,0.1760714102269554,FANCC,1
female,Etanercept,GO_BP,GO:0051054,positive regulation of DNA metabolic process,1/10,273/12671,0.19578266242803477,0.2513426071711257,0.17823741671969026,RFC2,1
female,Etanercept,GO_BP,GO:0045787,positive regulation of cell cycle,1/10,275/12671,0.19707952549285035,0.25187293616799256,0.17861349490029393,MTBP,1
female,Etanercept,GO_BP,GO:0015711,organic anion transport,1/10,282/12671,0.20160373772763296,0.2565047555909616,0.18189810922793953,PIANP,1
female,Etanercept,GO_BP,GO:0010948,negative regulation of cell cycle process,1/10,285/12671,0.20353565235670878,0.2578118263184978,0.18282500702918403,MTBP,1
female,Etanercept,GO_BP,GO:0006816,calcium ion transport,1/10,290/12671,0.2067461623559521,0.26071971801524935,0.1848871130523652,CHRNA7,1
female,Etanercept,GO_BP,GO:0001503,ossification,1/10,293/12671,0.20866687300046638,0.2616327239123614,0.18553456321763026,INTU,1
female,Etanercept,GO_BP,GO:0050673,epithelial cell proliferation,1/10,294/12671,0.20930617912988914,0.2616327239123614,0.18553456321763026,INTU,1
female,Etanercept,GO_BP,GO:0060271,cilium assembly,1/10,308/12671,0.2182077895859016,0.27156864642786877,0.19258053597100946,INTU,1
female,Etanercept,GO_BP,GO:0050804,modulation of chemical synaptic transmission,1/10,317/12671,0.22388252107801387,0.2740369346162584,0.19433090100211126,CHRNA7,1
female,Etanercept,GO_BP,GO:0099177,regulation of trans-synaptic signaling,1/10,318/12671,0.2245107528077549,0.2740369346162584,0.19433090100211126,CHRNA7,1
female,Etanercept,GO_BP,GO:1901990,regulation of mitotic cell cycle phase transition,1/10,319/12671,0.22513852682798663,0.2740369346162584,0.19433090100211126,MTBP,1
female,Etanercept,GO_BP,GO:0002009,morphogenesis of an epithelium,1/10,320/12671,0.2257658434351527,0.2740369346162584,0.19433090100211126,INTU,1
female,Etanercept,GO_BP,GO:0010639,negative regulation of organelle organization,1/10,322/12671,0.22701910559522598,0.2740369346162584,0.19433090100211126,MTBP,1
female,Etanercept,GO_BP,GO:0043410,positive regulation of MAPK cascade,1/10,323/12671,0.22764505174018057,0.2740369346162584,0.19433090100211126,CHRNA7,1
female,Etanercept,GO_BP,GO:0007018,microtubule-based movement,1/10,326/12671,0.22952015398348502,0.2740369346162584,0.19433090100211126,INTU,1
female,Etanercept,GO_BP,GO:0034329,cell junction assembly,1/10,326/12671,0.22952015398348502,0.2740369346162584,0.19433090100211126,LRIT3,1
female,Etanercept,GO_BP,GO:0006935,chemotaxis,1/10,328/12671,0.23076794494000707,0.2740369346162584,0.19433090100211126,CCR8,1
female,Etanercept,GO_BP,GO:0042330,taxis,1/10,328/12671,0.23076794494000707,0.2740369346162584,0.19433090100211126,CCR8,1
female,Etanercept,GO_BP,GO:1902903,regulation of supramolecular fiber organization,1/10,328/12671,0.23076794494000707,0.2740369346162584,0.19433090100211126,CHRNA7,1
female,Etanercept,GO_BP,GO:0044782,cilium organization,1/10,330/12671,0.23201391688588147,0.27437330420114614,0.1945694345581535,INTU,1
female,Etanercept,GO_BP,GO:0044057,regulation of system process,1/10,334/12671,0.23450041317289916,0.27616784195981925,0.19584201535100756,CHRNA7,1
female,Etanercept,GO_BP,GO:0006979,response to oxidative stress,1/10,337/12671,0.23636052799946683,0.2772129649376463,0.19658315519123948,FANCC,1
female,Etanercept,GO_BP,GO:0001934,positive regulation of protein phosphorylation,1/10,341/12671,0.23883435298804334,0.2789663549245588,0.19782655640079516,CHRNA7,1
female,Etanercept,GO_BP,GO:0007423,sensory organ development,1/10,344/12671,0.2406849858999064,0.2799804938019319,0.19854572413655006,INTU,1
female,Etanercept,GO_BP,GO:0045786,negative regulation of cell cycle,1/10,346/12671,0.24191649040530294,0.28026910473785094,0.1987503900634068,MTBP,1
female,Etanercept,GO_BP,GO:0043603,amide metabolic process,1/10,355/12671,0.24743604546373488,0.2855031293812325,0.2024620529684087,CHRNA7,1
female,Etanercept,GO_BP,GO:0042327,positive regulation of phosphorylation,1/10,362/12671,0.2517039981089312,0.28925661073002173,0.2051238015149184,CHRNA7,1
female,Etanercept,GO_BP,GO:0000280,nuclear division,1/10,366/12671,0.25413303569400914,0.2908751613365165,0.20627158255442724,MTBP,1
female,Etanercept,GO_BP,GO:0098771,inorganic ion homeostasis,1/10,370/12671,0.2565549745828516,0.2924726710244508,0.20740444261013685,CHRNA7,1
female,Etanercept,GO_BP,GO:0030003,intracellular monoatomic cation homeostasis,1/10,375/12671,0.259572443750257,0.29473365127021217,0.20900779702264352,CHRNA7,1
female,Etanercept,GO_BP,GO:0006873,intracellular monoatomic ion homeostasis,1/10,381/12671,0.2631788543224127,0.2976427519122525,0.21107076035882724,CHRNA7,1
female,Etanercept,GO_BP,GO:0048729,tissue morphogenesis,1/10,384/12671,0.26497612440240914,0.29849089112524346,0.21167221088105911,INTU,1
female,Etanercept,GO_BP,GO:0048598,embryonic morphogenesis,1/10,388/12671,0.2673663468273312,0.29999767262121807,0.21274073183111308,INTU,1
female,Etanercept,GO_BP,GO:0010562,positive regulation of phosphorus metabolic process,1/10,395/12671,0.271532408673156,0.30177376550864077,0.21400023260446546,CHRNA7,1
female,Etanercept,GO_BP,GO:0045937,positive regulation of phosphate metabolic process,1/10,395/12671,0.271532408673156,0.30177376550864077,0.21400023260446546,CHRNA7,1
female,Etanercept,GO_BP,GO:0001525,angiogenesis,1/10,396/12671,0.27212581661656376,0.30177376550864077,0.21400023260446546,CHRNA7,1
female,Etanercept,GO_BP,GO:0019221,cytokine-mediated signaling pathway,1/10,398/12671,0.2733113275311987,0.30191367576120787,0.2140994487392499,CCR8,1
female,Etanercept,GO_BP,GO:0048667,cell morphogenesis involved in neuron differentiation,1/10,404/12671,0.2768574408951796,0.30465007974952196,0.2160399457503535,CHRNA7,1
female,Etanercept,GO_BP,GO:0044772,mitotic cell cycle phase transition,1/10,409/12671,0.27980063018476065,0.3056406181448514,0.21674237741019933,MTBP,1
female,Etanercept,GO_BP,GO:1901987,regulation of cell cycle phase transition,1/10,410/12671,0.28038797268175575,0.3056406181448514,0.21674237741019933,MTBP,1
female,Etanercept,GO_BP,GO:0048285,organelle fission,1/10,411/12671,0.2809748840489511,0.3056406181448514,0.21674237741019933,MTBP,1
female,Etanercept,GO_BP,GO:0055080,monoatomic cation homeostasis,1/10,429/12671,0.2914658853955905,0.3158470621206969,0.2239801880966715,CHRNA7,1
female,Etanercept,GO_BP,GO:0050801,monoatomic ion homeostasis,1/10,433/12671,0.29377842598513115,0.3171471644157666,0.22490214429483724,CHRNA7,1
female,Etanercept,GO_BP,GO:0048514,blood vessel morphogenesis,1/10,446/12671,0.30124734544322784,0.32098078772553057,0.22762072481367265,CHRNA7,1
female,Etanercept,GO_BP,GO:0048812,neuron projection morphogenesis,1/10,448/12671,0.3023900782431448,0.32098078772553057,0.22762072481367265,CHRNA7,1
female,Etanercept,GO_BP,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,1/10,449/12671,0.3029608136777815,0.32098078772553057,0.22762072481367265,LRIT3,1
female,Etanercept,GO_BP,GO:0007346,regulation of mitotic cell cycle,1/10,449/12671,0.3029608136777815,0.32098078772553057,0.22762072481367265,MTBP,1
female,Etanercept,GO_BP,GO:0030855,epithelial cell differentiation,1/10,449/12671,0.3029608136777815,0.32098078772553057,0.22762072481367265,INTU,1
female,Etanercept,GO_BP,GO:0007268,chemical synaptic transmission,1/10,454/12671,0.3058081922040332,0.3216064013953855,0.22806437328869442,CHRNA7,1
female,Etanercept,GO_BP,GO:0098916,anterograde trans-synaptic signaling,1/10,454/12671,0.3058081922040332,0.3216064013953855,0.22806437328869442,CHRNA7,1
female,Etanercept,GO_BP,GO:0099537,trans-synaptic signaling,1/10,458/12671,0.3080785531297817,0.32221191566279045,0.22849376844785135,CHRNA7,1
female,Etanercept,GO_BP,GO:0051052,regulation of DNA metabolic process,1/10,459/12671,0.3086450981611992,0.32221191566279045,0.22849376844785135,RFC2,1
female,Etanercept,GO_BP,GO:0120039,plasma membrane bounded cell projection morphogenesis,1/10,463/12671,0.3109071056978522,0.32337426923374807,0.22931804134027567,CHRNA7,1
female,Etanercept,GO_BP,GO:0048858,cell projection morphogenesis,1/10,465/12671,0.3120356097385588,0.32337426923374807,0.22931804134027567,CHRNA7,1
female,Etanercept,GO_BP,GO:0043408,regulation of MAPK cascade,1/10,467/12671,0.31316245020531397,0.32337426923374807,0.22931804134027567,CHRNA7,1
female,Etanercept,GO_BP,GO:0120031,plasma membrane bounded cell projection assembly,1/10,472/12671,0.31597228753768614,0.32441887171719297,0.23005881207645815,INTU,1
female,Etanercept,GO_BP,GO:1901699,cellular response to nitrogen compound,1/10,474/12671,0.31709332264841683,0.32441887171719297,0.23005881207645815,CHRNA7,1
female,Etanercept,GO_BP,GO:0043009,chordate embryonic development,1/10,476/12671,0.31821270397649704,0.32441887171719297,0.23005881207645815,INTU,1
female,Etanercept,GO_BP,GO:0071363,cellular response to growth factor stimulus,1/10,479/12671,0.3198886798701196,0.32441887171719297,0.23005881207645815,LRIT3,1
female,Etanercept,GO_BP,GO:0007186,G protein-coupled receptor signaling pathway,1/10,481/12671,0.321003936225433,0.32441887171719297,0.23005881207645815,CCR8,1
female,Etanercept,GO_BP,GO:0031401,positive regulation of protein modification process,1/10,481/12671,0.321003936225433,0.32441887171719297,0.23005881207645815,CHRNA7,1
female,Etanercept,GO_BP,GO:0030031,cell projection assembly,1/10,485/12671,0.3232295124900627,0.32492496730909076,0.23041770534938288,INTU,1
female,Etanercept,GO_BP,GO:0009792,embryo development ending in birth or egg hatching,1/10,486/12671,0.32378487970449743,0.32492496730909076,0.23041770534938288,INTU,1
female,Etanercept,GO_BP,GO:0120035,regulation of plasma membrane bounded cell projection organization,1/10,495/12671,0.3287647578562488,0.3287647578562488,0.2331406593108025,INTU,1
female,Etanercept,KEGG,hsa03430,Mismatch repair,1/5,22/6093,0.017929446023513096,0.14042224001232478,0.10675374971697207,5982,1
female,Etanercept,KEGG,hsa03030,DNA replication,1/5,35/6093,0.02840262166878238,0.14042224001232478,0.10675374971697207,5982,1
female,Etanercept,KEGG,hsa03410,Base excision repair,1/5,44/6093,0.03560079284220574,0.14042224001232478,0.10675374971697207,5982,1
female,Etanercept,KEGG,hsa03460,Fanconi anemia pathway,1/5,51/6093,0.04116982168026173,0.14042224001232478,0.10675374971697207,2176,1
female,Etanercept,KEGG,hsa03420,Nucleotide excision repair,1/5,59/6093,0.04750289217755255,0.14042224001232478,0.10675374971697207,5982,1
female,Etanercept,KEGG,hsa04061,Viral protein interaction with cytokine and cytokine receptor,1/5,66/6093,0.05301683709448657,0.14042224001232478,0.10675374971697207,1237,1
female,Etanercept,KEGG,hsa04725,Cholinergic synapse,1/5,76/6093,0.06084957498098853,0.14042224001232478,0.10675374971697207,1139,1
female,Etanercept,KEGG,hsa04082,Neuroactive ligand signaling,1/5,78/6093,0.062409884449922126,0.14042224001232478,0.10675374971697207,1139,1
female,Etanercept,KEGG,hsa04080,Neuroactive ligand-receptor interaction,1/5,124/6093,0.0977286044866037,0.15340948544054978,0.11662709419457001,1139,1
female,Etanercept,KEGG,hsa05207,Chemical carcinogenesis - receptor activation,1/5,130/6093,0.10225579778470473,0.15340948544054978,0.11662709419457001,1139,1
female,Etanercept,KEGG,hsa04020,Calcium signaling pathway,1/5,148/6093,0.11572845343753813,0.15340948544054978,0.11662709419457001,1139,1
female,Etanercept,KEGG,hsa04062,Chemokine signaling pathway,1/5,151/6093,0.11795808315584655,0.15340948544054978,0.11662709419457001,1237,1
female,Etanercept,KEGG,hsa04110,Cell cycle,1/5,151/6093,0.11795808315584655,0.15340948544054978,0.11662709419457001,27085,1
female,Etanercept,KEGG,hsa05167,Kaposi sarcoma-associated herpesvirus infection,1/5,163/6093,0.12683167258112293,0.15340948544054978,0.11662709419457001,1237,1
female,Etanercept,KEGG,hsa05203,Viral carcinogenesis,1/5,175/6093,0.13563370123639795,0.15340948544054978,0.11662709419457001,1237,1
female,Etanercept,KEGG,hsa04060,Cytokine-cytokine receptor interaction,1/5,176/6093,0.13636398705826647,0.15340948544054978,0.11662709419457001,1237,1
female,Etanercept,KEGG,hsa05010,Alzheimer disease,1/5,324/6093,0.2391364963584538,0.2532033490854217,0.19249377415850769,1139,1
female,Etanercept,KEGG,hsa05022,Pathways of neurodegeneration - multiple diseases,1/5,387/6093,0.2797975764165319,0.2797975764165319,0.21271160780204182,1139,1
female,Etanercept,Reactome,R-HSA-69091,Polymerase switching,1/6,14/8241,0.010152813017371032,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-69109,Leading Strand Synthesis,1/6,14/8241,0.010152813017371032,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-110312,Translesion synthesis by REV1,1/6,16/8241,0.011596177098787908,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-5655862,Translesion synthesis by POLK,1/6,17/8241,0.012317201164125713,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-5656121,Translesion synthesis by POLI,1/6,17/8241,0.012317201164125713,0.0726736547736148,0.03436892903100014,RFC2,1
